location,duration,entry_score,course_qualification,area_study,course_name,university_name,course_fee,course_link,intakes
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Master of Science in Accounting and Finance,University of Bath,"GBP 26,000",/global/Categories/All-Accounting/Accounting/Master-of-Science-in-Accounting-and-Finance/p/PRG-UK-00082609,october
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bsc (Hons) Accounting and Finance - Liverpool John Moores University,Study Group UK,"GBP 41,850",/global/Categories/Study-Group-UK/Bsc-Hons-Accounting-and-Finance-Liverpool-John-Moores-University/p/PRG-UK-00270819,september
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,BSc Accounting and Finance (University of Sussex),Study Group UK,"GBP 55,500",/global/Categories/Study-Group-UK/BSc-Accounting-and-Finance-University-of-Sussex/p/PRG-UK-00208348,september
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Accounting,Flinders University,"AUD 75,000",/global/Categories/Flinders-University/Master-of-Accounting/p/PRG-AU-00060630,"march,july"
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,MSc - Accounting and Finance,University of Edinburgh,"GBP 31,350",/global/Categories/All-Accounting/Accounting/MSc-Accounting-and-Finance/p/PRG-UK-00084072,september
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,University of Canberra,"AUD 70,000",/global/Categories/University-of-Canberra/Master-of-Professional-Accounting/p/PRG-AU-00118956,"feb,august"
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance,University of Warwick,"GBP 36,250",/global/Categories/All-Accounting/Accounting/MSc-Accounting-and-Finance/p/PRG-UK-00073610,october
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business (Accounting),Holmesglen,"AUD 50,700",/global/Categories/Holmesglen/Bachelor-of-Business-Accounting/p/PRG-AU-00215161,"january,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business in Accounting and Finance,La Trobe University,"AUD 107,400",/global/Categories/La-Trobe-University/Bachelor-of-Business-in-Accounting-and-Finance/p/PRG-AU-00073980,"march,july,november"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (Accounting),Deakin University,"AUD 78,800",/global/Categories/Deakin-University/Master-of-Commerce-Accounting/p/PRG-AU-00201697,"march,july,november"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance,Queen's University Belfast,"GBP 21,500",/global/Categories/Queen%27s-University-Belfast/MSc-Accounting-and-Finance/p/PRG-UK-00185952,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,BA (Hons) Accounting and Financial Management - Sheffield University,Study Group UK,"GBP 52,800",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Financial-Management-Sheffield-University/p/PRG-UK-00227992,september
Australia,1 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,University of Tasmania (UTAS),"AUD 53,925",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00065450,"feb,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Swinburne University of Technology,"AUD 54,720",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00060443,"march,august"
Australia,2 Year(s),,Masters Degree (Coursework),accounting,Master of Commerce (Professional Accounting: Accounting Foundation Stream),Curtin University,"AUD 59,200",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-Professional-Accounting-Accounting-Foundation-Stream/p/PRG-AU-00309513,"feb,july"
Australia,2 Year(s),,Masters Degree (Coursework),accounting,Master of Commerce (Professional Accounting),Curtin University,"AUD 61,600",/global/Categories/Curtin-University/Master-of-Commerce-Professional-Accounting/p/PRG-AU-00110721,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting and Finance,Australian Catholic University,"AUD 87,240",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting-and-Finance/p/PRG-AU-00110839,"feb,july"
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma in Accounting,University of Canberra,"AUD 35,000",/global/Categories/University-of-Canberra/Graduate-Diploma-in-Accounting/p/PRG-AU-00298620,"feb,august"
New Zealand,2 Year(s),,Diploma level 6,accounting,New Zealand Diploma in Business - Accounting,Unitec New Zealand Limited,"NZD 39,900",/global/Categories/Unitec-New-Zealand-Limited/New-Zealand-Diploma-in-Business-Accounting/p/PRG-NZ-00074718,"feb,july"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,BSc (Hons) Accounting and Finance (Lancaster University),Study Group UK,"GBP 58,500",/global/Categories/Study-Group-UK/BSc-Hons-Accounting-and-Finance-Lancaster-University/p/PRG-UK-00226159,september
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Business Administration and Bachelor of Professional Accountin...,Macquarie University,"AUD 155,200",/global/Categories/Macquarie-University/Bachelor-of-Business-Administration-and-Bachelor-of-Professional-Accounting/p/PRG-AU-00327203,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting and Master of Business Law,Monash University,"AUD 114,500",/global/Categories/Monash-University/Master-of-Professional-Accounting-and-Master-of-Business-Law/p/PRG-AU-00061131,"feb,march,june,july"
Australia,2 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (16 Subjects),Charles Sturt University,"AUD 63,872",/global/Categories/Charles-Sturt-University/Master-of-Professional-Accounting-16-Subjects/p/PRG-AU-00202985,"march,july,november"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,CQUniversity Australia,"AUD 90,630",/global/Categories/CQUniversity-Australia/Bachelor-of-Accounting/p/PRG-AU-00063430,"march,july,november"
New Zealand,1 Year(s),6.5 IELTS,Masters Degree (Taught and Research),accounting,Master of Commerce - Accounting,The University of Auckland,"NZD 38,258",/global/Categories/The-University-of-Auckland/Master-of-Commerce-Accounting/p/PRG-NZ-00242133,"feb,march,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (1.5 year) with a Specialisation in Business Management...,Macquarie University,"AUD 58,800",/global/Categories/Macquarie-University/Master-of-Commerce-15-year-with-a-Specialisation-in-Business-Management-and-Organisations-Foundation-and-Core-Zones/p/PRG-AU-00373567,"feb,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (1 year) - with a specialisation in Accounting,Macquarie University,"AUD 39,200",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-1-year-with-a-specialisation-in-Accounting/p/PRG-AU-00334823,"feb,july"
New Zealand,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Applied Management - Accounting (with or without CAANZ?/CPA pa...,Waikato Institute of Technology,"NZD 60,630",/global/Categories/All-Accounting/Accounting/Bachelor-of-Applied-Management-Accounting-with-or-without-CAANZCPA-pathway/p/PRG-NZ-00306231,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Business in Accounting/Master of Business in Applied Finance,Queensland University of Technology,"AUD 66,000",/global/Categories/Queensland-University-of-Technology/Master-of-Business-in-AccountingMaster-of-Business-in-Applied-Finance/p/PRG-AU-00299607,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Griffith University,"AUD 63,000",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00181817,"feb,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,RMIT University,"AUD 60,480",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00100563,"feb,march,june,july"
New Zealand,1 Year(s),,(Graduate) Diploma level 7,accounting,Graduate Diploma in Accounting,The University of Waikato,"NZD 30,260",/global/Categories/All-Accounting/Accounting/Graduate-Diploma-in-Accounting/p/PRG-NZ-00213448,"march,july"
New Zealand,1 Year(s),6.5 IELTS,Postgraduate Diploma,accounting,Postgraduate Diploma in Accountancy,Massey University,"NZD 27,660",/global/Categories/All-Accounting/Accounting/Postgraduate-Diploma-in-Accountancy/p/PRG-NZ-00194338,feb
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business in Accounting [Mildura],La Trobe University,"AUD 107,400",/global/Categories/La-Trobe-University/Bachelor-of-Business-in-Accounting-Mildura/p/PRG-AU-00073981,"march,july,november"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (1.5 year) with a Specialisation in Business Management...,Macquarie University,"AUD 58,800",/global/Categories/Macquarie-University/Master-of-Commerce-15-year-with-a-Specialisation-in-Business-Management-and-Organisations-Core-and-Flexible-Zones/p/PRG-AU-00334827,"feb,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (1 year)- with a Specialisation in Business Management ...,Macquarie University,"AUD 39,200",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-1-year-with-a-Specialisation-in-Business-Management-and-Organisations/p/PRG-AU-00334821,"feb,july"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (1.5 years) - with a specialisation in Accounting (Core...,Macquarie University,"AUD 58,800",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-15-years-with-a-specialisation-in-Accounting-Core-and-Flexible-Zones/p/PRG-AU-00334826,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Southern Cross University,"AUD 64,800",/global/Categories/Southern-Cross-University/Master-of-Professional-Accounting/p/PRG-AU-00118918,"march,july,november"
New Zealand,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business (Accountancy),Unitec New Zealand Limited,"NZD 70,380",/global/Categories/Unitec-New-Zealand-Limited/Bachelor-of-Business-Accountancy/p/PRG-NZ-00074751,"feb,july"
New Zealand,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Commerce - Accounting,Victoria University of Wellington,"NZD 88,268",/global/Categories/Victoria-University-of-Wellington/Bachelor-of-Commerce-Accounting/p/PRG-NZ-00199278,"feb,july,november"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc International Accounting and Finance,Aston University,"GBP 19,250",/global/Categories/Aston-University/MSc-International-Accounting-and-Finance/p/PRG-UK-00206949,"january,september"
New Zealand,1 Year(s),6.5 IELTS,Masters Degree (Research),accounting,Master of Commerce by thesis - Accounting,Victoria University of Wellington,"NZD 30,991",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-by-thesis-Accounting/p/PRG-NZ-00199705,"feb,july,november"
New Zealand,1 Year(s),,(Graduate) Diploma level 7,accounting,Graduate Diploma in Accounting (Level 7) [ Invercargill],Southern Institute of Technology,"NZD 17,000",/global/Categories/Southern-Institute-of-Technology/Graduate-Diploma-in-Accounting-Level-7-Invercargill/p/PRG-NZ-00236329,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Commerce (2 years)- with a Specialisation in Business Management...,Macquarie University,"AUD 78,400",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-2-years-with-a-Specialisation-in-Business-Management-and-Organisations/p/PRG-AU-00326975,"feb,july"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Business Analytics and Bachelor of Professional Accounting,Macquarie University,"AUD 155,200",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-Analytics-and-Bachelor-of-Professional-Accounting/p/PRG-AU-00327206,"feb,july"
United States,2 Semester(s),6.5 IELTS,Masters Degree,accounting,Master of Laws - Taxation,Suffolk University,"USD 51,720",/global/Categories/All-Accounting/Taxation/Master-of-Laws-Taxation/p/PRG-US-00349871,"january,august"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Holmesglen,"AUD 38,000",/global/Categories/Holmesglen/Master-of-Professional-Accounting/p/PRG-AU-00157980,"january,feb,july"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc International Accounting and Finance,Swansea University,"GBP 18,750",/global/Categories/All-Accounting/Accounting/MSc-International-Accounting-and-Finance/p/PRG-UK-00121885,"january,september"
United States,16 Month(s),6.0 IELTS,Masters Degree,accounting,Master of Science in Taxation (Online),Northeastern University,"USD 49,200",/global/Categories/Northeastern-University/Master-of-Science-in-Taxation-Online/p/PRG-US-00362739,"feb,april,june,august,october"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (Advanced),The University of Newcastle,"AUD 70,650",/global/Categories/The-University-of-Newcastle/Master-of-Professional-Accounting-Advanced/p/PRG-AU-00060483,"january,may,august"
Australia,6 Semester(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business (Accounting),Victoria University,"AUD 89,700",/global/Categories/Victoria-University/Bachelor-of-Business-Accounting/p/PRG-AU-00111127,"feb,august"
Australia,8 Semester(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,Melbourne Polytechnic,"AUD 71,200",/global/Categories/Melbourne-Polytechnic/Bachelor-of-Accounting/p/PRG-AU-00059859,"feb,march,july"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Accounting and International Management,University of Reading,"GBP 23,100",/global/Categories/University-of-Reading/MSc-Accounting-and-International-Management/p/PRG-UK-00078758,september
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Professional Accounting,The University of Newcastle,"AUD 16,470",/global/Categories/The-University-of-Newcastle/Graduate-Certificate-in-Professional-Accounting/p/PRG-AU-00059170,"january,may,august"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Business Administration (International) (Accounting),Deakin University,"AUD 82,400",/global/Categories/Deakin-University/Master-of-Business-Administration-International-Accounting/p/PRG-AU-00369633,"march,july,november"
Australia,2 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Federation University Australia,"AUD 57,600",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00329764,"march,july,november"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Management in Accounting,The University of Melbourne,"AUD 68,736",/global/Categories/The-University-of-Melbourne/Master-of-Management-in-Accounting/p/PRG-AU-00155137,"march,july,august"
United Kingdom,3 Year(s),7.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Management,Queen Mary University of London,"GBP 58,500",/global/Categories/Queen-Mary-University-of-London/BSc-Hons-Accounting-and-Management/p/PRG-UK-00160499,september
